symbol,rmse_original,rmse_scaled,spearman_corr,avg_confidence,avg_target,n_observations,n_unique_preds
BXP,0.0002787947641602617,0.0002917057900692305,0.3971700708511233,8.813449350992839,0.0004891002379806183,60.0,30.0
BZ,0.0004148007996491947,0.0004273702237353451,0.6371625895453148,4.690354240046803,0.0008524076911597529,4604.0,1453.0
C,0.00021984660598656366,0.00022159530090126806,0.6483805382759311,68.52113655473143,0.0005129610653551307,6303.0,1453.0
CACI,0.00041666980227706693,0.0004199272101607731,0.42907027402713077,5.177827143984219,0.0005643884808729296,908.0,398.0
CADL,0.0022092841751409674,0.0021158569737226877,0.6393975566893745,0.1605895282941955,0.0041839332216086185,550.0,219.0
CAG,0.00024192775983910647,0.00024109340438965217,0.5568676021304451,43.898697490564935,0.00046503142409970243,2849.0,874.0
CAH,0.0004990908896210895,0.0004979000000564463,0.6262783533943107,58.594544442477115,0.00045624607008864376,5872.0,1339.0
CAKE,0.00030681104920360277,0.0003129939138267338,0.5284594040059407,5.916564184459374,0.0007204641724414485,4269.0,1136.0
CALM,0.0003428995750113058,0.0003473722755274647,0.5115768082944575,5.853081178231294,0.0005757076952884816,3723.0,1125.0
CAMT,0.0005276134593029283,0.0005449332816158826,0.4581955214264403,1.7847098834734543,0.0009756889326415871,2385.0,831.0
CAN,0.0013443336094129908,0.0013005191498359782,0.6399348947434556,0.26861162515351233,0.0032392102872003067,631.0,270.0
CAPR,0.0015580518431661946,0.0015202263473964466,0.5735177852409186,0.32125976657737493,0.0032123920995562735,1217.0,470.0
CAR,0.0005710860747138475,0.0005851802248151356,0.4590565237007743,1.8464176368354768,0.0010624238456861843,4791.0,1283.0
CARR,0.00039875218878350315,0.0003982180044078477,0.6388996231583619,57.59773350054912,0.0005004100780226079,6226.0,1433.0
CART,0.0003390515834476054,0.0003463702256207396,0.5785673316907275,6.141064564387004,0.0008149227247909336,6042.0,1482.0
CASY,0.0014083349706667005,0.0014087256455995027,0.4456812790437085,10.676264097637766,0.00046806805698206103,4469.0,1189.0
CAT,0.00023338617804200722,0.00023348817029621367,0.6629390706334926,58.6938049268664,0.00046571315902431344,6105.0,1407.0
CAVA,0.0004192134868778485,0.0004275810841320162,0.6414340346961974,4.64609539641759,0.0008346475334274647,5739.0,1516.0
CB,0.00039366508908556723,0.00039217665348855916,0.5773251741152176,65.18141636234422,0.0003850756136306943,5801.0,1181.0
CBOE,0.0003532222377431564,0.0003534671149125773,0.48016545231694296,10.487996195343952,0.0004484645165438793,5107.0,1230.0
CBRE,0.00027342895741350203,0.0002726465481424447,0.5848048739410574,25.0674908210476,0.000492920886825706,5829.0,1285.0
CBRL,0.0005678975388318423,0.0005876106548796588,0.45342337186209913,1.806771904802467,0.001102156429752841,1484.0,584.0
CBSH,0.0019858670911789473,0.001985793017883376,0.4562086230807533,13.297599050991382,0.0004947358614046076,4242.0,1058.0
CCCS,0.00025140612949938433,0.00025856334925060013,0.2564315239618916,8.556575011384899,0.0003618462238267366,580.0,238.0
CCEP,0.00031359305800629115,0.0003135942265090804,0.6100772040881101,116.57570523023605,0.0003446793298978305,5756.0,1063.0
CCI,0.0002711022409530058,0.00026975019007602103,0.6051432284903198,52.86154845232233,0.0004793377162408266,6070.0,1313.0
CCJ,0.00036176627846938873,0.000369281911543727,0.6191444030558511,6.051741508226201,0.000847668040612098,6079.0,1403.0
CCK,0.00018703124405856705,0.0001925112903708868,0.44784608717911634,27.374582678030986,0.000392616637238808,613.0,265.0
CCL,0.00028628065987115845,0.00029659839850223053,0.6628323526530501,8.711422678470077,0.0007569259174540638,6249.0,1524.0
CCOI,0.0007344982297113702,0.0007360029194008577,0.2843042837584317,3.6231537725761975,0.0006716655089785363,773.0,326.0
CDNA,0.0004926440058356607,0.0005166809209591205,0.5216975884106424,1.520156806068761,0.0011752954883464983,56.0,28.0
CDNS,0.00023232854163648817,0.00023543975424999674,0.5662355049540446,17.662347497110613,0.0005788997467895867,6134.0,1382.0
CDW,0.00020964729503083422,0.00021311574475687238,0.5557663581200512,38.14520712047789,0.000437206274877267,5649.0,1291.0
CE,0.0003792046006612265,0.0003823196439759074,0.5723409266256778,8.127891803778708,0.0006215591771255913,4000.0,1168.0
